study_id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,pred_label
15,0.01627292572039769,-0.022644183409767607,-0.013621586109872632,-0.010055887880765082,0.01830875942674918,0.014809555339152016,0.006562572411792687,-0.0004441051850281482,0.009642820468397088,-0.005496487504351935,0.008421870177353718,-0.014468142657950742,-8.152125836684053e-05,-0.019313613557058674,-0.00680310354178689,0.017970583782157188,0.014139838294990275,-0.01530863645793192,-0.004663747035259297,0.01321670575702908,2.430692897706615
16,0.014606986911514514,-0.01625701361802923,0.017329876088658165,-0.01757471529216454,-0.009997237838974656,0.017666809081545175,-0.02399325691459297,-0.010546864464555463,0.019244792268899465,-0.00361496784527574,0.007808518019527302,0.02655643061172671,0.0009629165855737452,0.010820774482053394,-0.01380168620976744,-0.00925979383639424,-0.029194673273044112,0.015056539923617088,0.004870529222517663,0.0018081497680009942,-3.5500807471357314
17,0.026204430490226083,0.007957589908075244,0.013180111528446609,-0.0002975030635849884,-0.003963983409394245,0.016377645843028015,0.01979168975173456,0.01195048179075392,-0.02571289418916504,-0.02043305408606466,-0.007262079328049407,0.01185394542073011,-0.009110660530466037,0.03265884700310593,-0.02027428259731371,-0.000638788129852796,-0.018310827906694346,0.0038961758938656768,-0.009240982837558904,-0.01558178934458336,-1.456984463677067
18,-0.003311004079601877,-0.0016526222458164432,-0.009695729834245423,-0.0032671499667948317,0.02818798997431392,0.015906003014511196,0.016794803235731386,0.02435472522107158,0.014126889515364265,-0.02523766305387179,0.03765756359160898,0.01884213905592992,0.04081085807762122,-0.004524485516407982,0.00872248290770085,0.01789476911434389,0.006980198384702106,-0.011753420503716153,0.005808957286060321,-0.010640419518506595,-3.212702967270653
19,-0.004570771457837808,-0.02016283228678782,0.010795833308507046,0.0456081759409797,0.0062448161857681815,-0.009945277213723723,0.01977456329939511,0.018050551867051026,-0.04197052736466158,0.0026660959028743225,-0.012389072191010372,-0.03169689846724641,-0.008583036410526101,-0.01816744245170439,0.020301391015036144,0.03402115511945312,0.02862396533377599,-0.003222901569843087,0.004307469764318312,-0.03158307251891292,3.618114494826972
20,0.0022657506843279367,0.01795021496190102,-0.023931514375055522,0.018534813469255673,-0.00030170039064990686,0.0052696390096180655,0.00941822108204917,-0.01825110128441396,-0.0021323631085666045,-0.0065039019008555155,-0.0022143865648554784,0.01081428745360819,-0.02370523853760654,0.013641370870082674,-0.023869087733931284,-0.03646560973997984,-0.014325758775420845,0.013149832932227155,0.011026619842740983,-0.005137536306158399,-0.24868827387649195
21,-0.007182040626681175,0.00031908970484686316,0.010813909876265465,-0.0002588157375370906,-0.018925488514478464,0.011723076814764036,-0.01437079147153278,-0.002430875307024527,-0.0068713473836626805,-0.0024717846338021625,-0.008069975647149919,-0.011793603308505417,0.013520728312523352,0.0030103588708711394,0.012938583007143593,0.027020585339187345,0.002652556454107279,-0.010427635382014517,0.011258979155055294,0.0062785430441343265,-1.3275608023244219
22,0.008939280609058511,0.01646206571954547,-0.02224558507976572,-0.0009525250711944288,-0.023186966785707343,-0.02080550859383768,-0.008383561361811342,0.012066291622609087,-0.04775570590333182,-0.0014104354747321221,-0.023825746996156506,-0.011562450481715059,-0.016014862862594754,-0.018342465724902647,0.013265772549305676,-0.019653211071293752,0.014691033695210444,0.006517851656257653,-0.0006900181962218435,0.0018925273573644783,2.28867062657135
23,-0.008116076207067259,-0.03711248851036276,0.006720546578191146,-0.004896742315569196,0.04143679552941038,0.016752745087169927,-0.002644010258405223,0.00028819549725181274,-0.010440004872301331,-0.01124357157118932,0.0002635565829626572,-0.04382615254775346,0.038711969786792144,-0.018913822399809283,0.02008918291555285,0.015570067039701756,0.0005986204992467834,0.0009907970140690576,-0.027083873318849743,-0.0017474293027173375,-6.516475549773366
24,-0.01039130604175682,0.016812495478408438,0.02241592588934302,0.0007575750297427065,0.020367059073690748,0.0011581584710098035,-0.005013584310320262,-0.0029476453695801573,-0.015093221782399998,-0.01001350779281959,0.0037011800639293845,0.009346793518823709,-0.008121740807613029,-0.0021904579982173714,-0.0023392150193632414,0.0194525142602557,-0.003538099506276918,0.004304341117651753,0.005657831101826315,-0.0012506824086024606,0.5640045579472357
25,0.013781123071732994,0.009194897849200799,0.007364302826345078,0.014284086325046274,0.01755936910044009,0.01156970485801489,-0.01529286309345334,-0.0009529917138520996,-0.001075923488110952,0.010243763098395127,0.0003317000041885024,0.027797166181272984,-0.006544857239898486,0.024072324047358405,-0.046297758192562787,0.0029540269686216063,-0.004618465054403534,0.00040846281956788665,0.016757728971686384,-0.0016385123062341998,1.7421760928339642
26,0.0205114504090136,-0.010066602403902945,-0.029255902753500332,0.01012805764416829,-0.02991733180054984,0.004672666650116165,-0.02309295780977525,0.021635707782137262,-0.03167287266975392,-0.005449798784229887,0.01186732997911467,0.03548636463762874,-0.010708950768753422,0.030874904295869105,-0.03414091266200088,-0.014102449717079121,-0.01692664384019406,-0.00336586481181155,-0.01595006527357682,-0.02384736102178349,-0.28747530377454233
27,0.019490984346923472,0.004090077826759951,0.03880412014159494,-0.0036950679309792093,0.007498215802985821,0.0047730361377934655,-0.010171740169597453,-0.010305790474101758,0.04718271595817728,0.026705337177681983,0.01397649250607236,-0.005772277379188525,0.0027541905393948826,0.020146932501169033,-0.02473038801387109,0.005827172234586015,-0.04572481090331564,0.00518720141572035,0.009234896784362956,0.05105512977509347,4.090236379036192
28,0.005694325067654433,-0.017125385320699134,0.011479898567810076,-0.013074519213966013,-0.029951808715104743,-0.013089438368302222,0.039555151414414055,0.0052140485188512335,0.04083815761056686,-0.033532564847706475,0.010236551470342187,0.05270434919310562,0.010828736918454322,0.022047011928215753,0.010577696727043902,0.012777011688812815,-0.019283256269333145,0.01453245744605046,-0.04010383615724259,0.014041282966556608,1.6029821389138312
29,-0.019903645199840104,0.017080181309948032,0.01710980208483496,-0.00873948418957489,0.006242325227068442,0.018353654646723932,-0.014533781414944647,0.0104419507657727,0.009073511970902108,-0.00485459670808314,0.009695373435199809,0.012813345839013631,-0.010911636245084629,0.036644911570301385,-0.016491047732124578,-0.0058838069563205645,0.0015167209499514873,0.018774922916707813,0.010836812665585373,-0.021833961525219305,3.5791041623712996
30,0.010640946972980429,0.008289804907614282,0.027266256921067367,-0.00593917628833573,-0.003027179809025789,0.008342312849586595,-0.0013991640153327926,0.011017050524913183,0.018338403096440328,0.011225982951456367,0.0008382458257193142,0.012413145738937518,0.019129226627737066,0.024909714709023704,-0.009966123101090288,0.02075602264610902,-0.011294748021356955,-0.01064643250059405,0.01679525556973948,0.012634458098169368,1.9961463162561688
31,-0.01860365284717883,0.0002799092196529902,0.031121501083779368,-0.0026997094569783248,-0.007939232875452054,0.017020472766847827,0.01636964985359983,0.017357214677596877,0.011475187446312589,-0.001459364033161427,0.008355840757686023,-0.03797150616769769,-0.0019955453591352637,-0.02146636486318765,0.04139139027446545,-0.017524539035209955,0.044506910238089115,-0.007493680208260475,0.009253137390499927,0.031531729633826056,2.4048053367867706
32,0.019979500321787108,0.031481113099914845,-0.01614313697758891,-0.006396672213449498,0.002226036127980206,-0.0015885638151840707,-0.014347305682029222,0.006298287033930204,0.03613088364241959,0.0026903619804365796,-0.00962241574581624,0.010549338645210925,-0.003916278555857777,0.018245630203124013,-0.004791250039501917,-0.02020638057126995,0.012996926167283216,0.015679276353915708,0.01699834165078331,0.02375403709135769,3.6912440284056123
33,-0.03178502467345191,-0.004836713944872539,0.005698138587899169,0.031230616618383167,0.030910063422959495,0.005920258872734204,0.010928908387940344,0.0018912748771392452,-0.030488886054380895,0.002120591689417124,0.008286910562782147,0.006487413577915902,0.011323046813443587,-0.024767236285676765,0.04470974290648439,0.011813954492171548,0.0017221886233987336,0.018322265864978305,-0.01569048513698984,-0.04060539229915831,-4.4039191799370165
34,0.004182725262247375,0.0003191778170228774,-0.01168913517071746,-0.015797854902078717,0.002976388501950721,-0.02845703322510821,0.022012630894443174,0.021602590051527978,-0.007245644319880525,-0.00994217857475688,-0.029636190298206213,0.002455695263464803,0.046488471903063995,-0.02969619901534549,0.037216119207764006,0.014782283660624538,-0.008224150863911926,-0.0007507974048806923,-0.006360409917835202,0.0073258161528853725,-2.6266921613012606
35,0.01547672651162137,0.01820210283381491,0.01697384559003659,-0.02853728652914276,0.016658531524133647,0.025729263615777598,-0.004496419479452344,-0.006777556002097704,0.049362059813048156,0.016963580456067676,0.004938868384000931,0.029179884466210965,-0.007586879041724834,0.02924269484574256,-0.009835850960203894,-0.016432387150415038,-0.025612718787572444,0.009544603880899664,0.009254920830315313,-0.00816854435867462,2.2322075011369025
36,-0.02659522220666929,-0.020454105392460207,0.025520204389445352,-0.003011360707242594,0.030339787924025176,0.004493025699762706,-0.0025326233003756704,-0.014806199865230733,-0.03562226044618009,0.014344773842893689,-0.016443710676484875,-0.05809296844829447,-0.0014829412664567516,-0.06296883767592183,0.05287592855168516,0.012328459824994023,0.04423230192454306,-0.011386489584245284,-0.01825589589062802,-0.008025575749445384,-5.725777318438193
37,-0.023477998285885954,-0.01941982938955419,-0.015023061965895116,0.052056371991246776,0.0017125973907786676,0.01935500759927474,-0.014522575796346174,-0.0026113658587764016,-0.04115780158965329,0.005286363546793792,0.0050275524820262195,-0.002888600154154922,-0.0135081093593555,-0.01590008210605405,0.033850899425956975,-0.035090357176866746,0.03323911813633367,0.01423851213290996,-0.00020116398214128374,-0.03437410517661256,-0.9357629356440619
38,-0.0037200607856922637,0.005302082989726226,0.06254762768479644,0.004320306309643168,-0.0011539260788693266,0.013697351677305304,-0.025006982118572697,0.006738562973583761,-0.0051599187617795425,0.037192480729016104,0.035245214029587836,-0.045248757504656185,-0.0031191071336992633,-0.01380321726863294,-0.02474754841937022,0.010141472284015787,-0.03166802290621706,0.014047604709198705,0.023127861751780145,0.05188211392350794,3.246973152703064
39,6.816704394223162e-05,0.0002799338646555505,0.007663677498960576,0.030561331895522407,-0.01419560827972362,0.01418539570238941,-0.0028497872443836417,-0.018024235675265274,0.0028103098029741208,0.012735247732126326,0.009188080754083635,0.04742672272637914,-0.020515622589316572,0.06075593343900995,-0.03785433066890503,-0.010431230293872112,-0.02316718524618668,-0.004775738387041075,-0.01533016250001465,-0.028337352450270463,4.343577460973153
40,-0.002969107408885878,-0.003022991756953406,-0.00461074781094449,0.008152614692349723,0.04784258277454928,-0.01963108040547342,-0.0030864055078677743,-0.0055799814163957125,0.018235062486187295,-0.014844358544044579,-0.003910428798129211,0.0196571686082696,-0.011892100147806747,0.032185727022263286,-0.008400206388375499,0.017702938731251193,0.021969492064273847,-0.005128276353664149,0.0113691322806793,-0.013453048893554557,-4.070775079549087
41,-0.006504901929168856,0.0027537203678604794,-0.0034749654056145524,0.008123129749568496,0.0033297067603996347,0.017179640289592638,0.0009127575922105736,0.0014699047686798316,-0.00037179765882791355,-0.01759144373925911,0.026542640183862983,0.002990098818093809,0.007596058741724259,-0.021080079012208243,0.004058429090123789,-0.00491333337970518,0.012920650691325399,0.0012801105794179029,0.0037409083112441366,0.006350607731414537,1.42506712991698
42,-0.016329046226288946,0.023121805845019248,-0.014790348328762722,0.010551052008288361,-0.025181808110665744,0.014314207481612872,-0.004356228203647087,-0.0006417312133769505,0.006547146454744128,0.008567216898233532,9.615344247137273e-05,0.006941598137464709,-0.02081264590065174,-0.02302796916197672,0.01196941117799208,-0.01721578475010224,0.006000568545174706,0.01190947478000068,0.0059536897096499515,0.010039162920830097,1.2564911489842665
43,0.015392209639749917,0.02195693119119797,0.0053530864923775024,0.020873617450060538,-0.0033909886411259203,-0.03542061695954849,-0.010962336816076088,-0.0006161436044243025,0.007161129243246842,0.012697767831195134,-0.019703137688561346,-0.0030062114759170063,0.02673957434504016,0.00017933802918226465,-0.0325625347122811,0.03004658860523382,-0.024585873773795886,0.006024829521343455,0.0016814553027262751,0.024099469207894353,0.5034271305821736
44,0.03436114965585248,-0.0005813778902714922,0.00750501986025156,-0.02182551483771935,-0.02658608568283129,-0.014638394253938525,-0.002119649055188541,-0.004714263597790132,0.005185402513258122,-0.026977895581539894,0.02458731735654793,-0.01405217108114893,-0.015449909152236598,0.009126163280607256,0.0003399505211195337,-0.004033598518754388,-0.014077420571412973,-0.013532818089589527,-0.012705697406520496,-0.0024894902252101335,-6.289170649277452
45,-0.009557674221190174,-0.014787655310654534,0.005959613106328188,-0.011257126941569148,-0.0015383454957909116,0.0058239011009321535,0.013168909045556289,0.02956639276632314,-0.022660900613761716,0.008571324893245138,0.029898142158111003,-0.019338917597173245,0.00494600419463195,-0.01855979142098273,0.015006194997576045,-0.011564026475270453,0.041051563769648046,0.004808410241241802,-0.009879439382485214,-0.015281568888229506,3.6106624502566413
46,-0.008999013856901326,-0.018396065421638748,-0.004064944937758857,0.0035663591779204677,0.009595065496303191,-0.013608510601598605,0.003295342849320967,0.01163891083586326,-0.007826158449487577,-0.01792484660189066,-0.023181485718470177,0.005219633414184889,0.0009388025692323014,0.007005154210154806,0.020052563419158887,-0.0018649541528493253,-0.00608567644416309,-0.008837214640287128,-0.001306575698661924,-0.014122059173246233,2.915409478632532
47,0.0015325965059489125,-0.0021727656929252112,-0.0049937605013465015,0.018176325712162593,0.04587425648377604,-0.01304137736541505,-0.01927185211302508,0.0006828953272495832,-0.028667986373125672,-0.019730768701655625,0.034040097394039306,-0.02929714278158588,-0.009511703845971995,-0.013242829105355429,0.019377652136514326,0.026506258500160664,-0.009306959145011713,-0.022204632490528172,0.0066978797770028764,0.010983900002611277,-1.2849030533606638
48,-0.01647234058311564,0.03162841099897396,-0.011115642570689718,-0.00510592511894064,0.013132099998375219,-0.021376481658647792,0.0012507082233963317,0.025826904725993922,-0.03841012687645695,0.02094862856398348,-0.007658184482278739,-0.016119409462996444,-0.01878513997635232,0.00882248192249047,0.017399053997426348,0.00042108982637995614,0.021322746719030446,0.008155636297410862,0.012953470036303863,-0.001080293750739136,5.433609759588211
49,0.005824354013289328,0.01783973757655392,0.025524788691825506,0.007607541246388595,-0.007245968229038228,0.006817747585364459,0.00105384837500544,0.010248666631074937,-0.0096114266334499,0.006230915783008821,0.007573047552540483,-0.0050243695288275485,-0.007847441601394042,-0.007447751213974931,-0.011371391339276843,0.002643472828182017,0.013534752027865643,-0.02342504693201461,0.03621881318480483,-0.0009698182322064267,1.7633980301424073
50,-0.006456935749091359,0.006595951967087007,0.008175815857013,-0.003590890614766768,0.0053818554120510535,0.011369285696206122,-0.016006573791040517,-0.0071598036889498635,0.00265546197656682,0.01632522815885796,0.007991601948648881,-0.018033370024413936,-0.001939708337309311,-0.030160357785434303,0.0251773827662055,-0.017023924181796962,0.026230406337672717,-0.007749663729071034,-0.01790087518637878,-0.030616960919531797,-4.483261618276638
51,-0.008203566076676282,-0.00534969861660067,-0.025199626978322783,-0.029595003278558574,-0.023758133627172877,-0.029671852663291167,0.03515911304576648,0.03544953141220946,-0.03580297465152739,-0.007471229889015783,-0.012276790316647555,-0.02859199795484205,0.0002547659486253863,-0.021769565896329293,0.04481511944722854,-0.026463726867385486,0.004500129562186522,0.016489028489711212,-0.024431321958615856,-0.012607851040384616,-1.0847479137360123
52,0.02627044730215745,-0.009904350419450989,0.03608127879266472,0.040550429762950306,0.030246352778163742,0.010648039515528509,-0.0053195949040663595,-0.012980976899098013,0.007397722101666215,-0.0072098780387660835,-0.0005310485524535746,0.02572638848801392,-0.0033401651027381387,0.013076251151435766,-0.011019983542055661,0.008704849514450037,-0.04775469876518788,0.0016781496452455812,-0.00464784224883077,-0.002270871686873824,1.9908180220124474
53,0.006673013785568972,-0.0018359097451043636,0.026619978231074332,-0.004498185087655229,0.018790762283193277,-0.0010981810353857323,0.0007892845018591638,-0.010222609837318146,0.01773224400709723,0.004852853269719957,0.00968774114910719,0.017198110502548283,0.017884204901450367,0.01724614893361122,-0.02597197577286621,0.014350837606799918,-0.04010544290993903,0.014291684505294527,-0.024702736990637245,0.02671444336505994,2.937962324219013
54,-0.007261179528259995,-0.02045693161345061,0.005982053714645303,0.0019090854048491133,-0.012014429635471304,0.010910993037801962,0.03410325624760891,0.006484602864939344,-0.00016824540035807587,-0.029840349028965544,-0.0028240788020312147,0.02552160743317132,-0.012408851031391962,0.012484012547400135,0.02666746653588749,-0.01018821096824054,0.01948621171831638,-0.006023341859519017,0.0020135227701153207,-0.029815192270537888,-3.4270460091763475
55,-0.018718240684782526,-0.007067002588513844,0.021989355405466787,0.0029158088878500034,0.0021815215169043037,0.009975460204789737,-0.0351110524324093,-0.009535321924418874,-0.0019115397767455284,0.018354869383356825,0.012000862082352001,-0.03322674159067787,-0.013618792998617638,-0.029084472778323232,0.007192532026737002,-0.005569967904405568,0.012686166711249823,0.008085703578278225,0.002257538990846889,-0.01588882026622248,0.3514422376686239
56,0.012651661226286566,0.012784760849380634,0.013040988220772922,0.009136845246897186,0.008921767520174909,-0.030352092755036836,-0.037619036603690106,-0.012954638962908993,0.0022794303549185024,-0.002792547849850415,-0.013158881394107825,0.017465903905873055,0.01026147970885326,0.009574421266258928,-0.007451545282940822,0.0007858364435462144,-0.00689118643530028,0.029228873455878702,0.003861054920097147,-0.01613132039609528,-2.2180897264166273
57,0.008936999451389437,0.023309124069601738,-0.015893576879660476,-0.0023539638424452114,-0.006658670513680391,0.01401409918925001,-0.02230809906434204,-0.00482972386255405,0.007706930170397192,-0.026277521083537664,0.009427602003410479,0.03306089598167124,-0.007154135523349744,0.020700142064778295,0.02468987561312947,-0.012957719118040337,0.006958410694820185,0.023228127681926142,0.008163031456308591,-0.010647092767102906,-0.2968194494675209
58,-0.0073028008113580085,-0.023568783059090676,-0.058772681058580085,0.019242768019716538,-0.0383866559671894,-0.007086125023070189,-0.006874000174531571,-0.00982468916502245,-0.03281470768735402,-0.012377157462361158,-0.03385357517329072,0.044691056237907485,0.006677930898991636,-0.03716817778778992,0.012194043597747334,-0.03835950098768963,0.048775733458612684,0.009970954841176185,-0.05507546690014084,-0.05547721167645218,-10.688784705040266
59,0.001268577623864187,0.023163496989338655,0.025724814264740038,-0.008776549306604965,0.009940775804082057,0.020891618101751424,-0.012479323939593069,0.010524559974809524,0.0336588167331926,0.0007578401331087669,0.020806508226707418,-0.02220510453785144,0.007631215201707534,-0.011804129143195114,-0.013714319453390814,0.0005546557678427877,-0.008301723596214831,-0.006147072375909889,0.014666456804779904,0.03406189088531185,5.040848220770689
60,-0.03456372308191431,-0.03433412475833044,0.005235508028356727,0.0009574667583344617,0.009622145844894391,0.017231361479998552,-0.0013428017072142505,-0.01674716267442177,-0.035976532377208735,0.0023569838508070372,-0.003976044922672384,-0.05648604559687522,-0.018468972467223656,-0.0203111540342216,-0.015002454881584307,-0.04017481427728127,-0.006484605077598856,0.004014847769690347,-0.0024928584855932927,-0.004655616811276808,-4.45838228764042
61,-0.020486002074166815,0.012976156919826858,-0.020926961254009755,-0.004301903229975575,-0.004847002390378843,-0.008036440856565102,-0.0006177836080259825,-0.016324492693208643,-0.019051352117684366,-0.020213331916995567,0.0002029963091845888,0.0543699552023286,-0.015961755915940685,0.028865145260245938,0.014753928685925856,-0.006468406857994485,0.007618781280071196,-0.0013875716291970306,0.0009955586345545004,-0.00949170117356304,5.692690202090833
62,0.004979051761281422,-0.006286945149607479,0.013789638467104876,-0.00044899842947107463,0.02606952888345779,0.0044544490359163455,0.032785820493979705,0.03999251549471976,0.01764426935131607,-0.0063595492420716925,-0.006952693638535992,-0.0009694390699251512,-0.005967594002642335,0.023436897654751522,-0.024721849396220623,0.022950913330315216,-0.04114042053779875,0.013083653090811909,-0.01776360129005976,0.013528310272852319,5.241866191680671
63,0.009969724132499226,-0.02785862245439013,0.003508849053241617,0.013461735104967393,-0.03379428578477791,-0.06141412788865871,0.02670839187614174,0.02616890703602449,-0.006628102567920305,-0.03836546454074655,-0.0009126008710334546,0.018555391571096955,0.021146729427106003,0.016236637310151493,0.04497245879674485,0.04316795614827578,0.010130564401734356,-0.02321967654663492,-0.03664813383463682,0.010705610423543548,-2.4950695945956767
64,-0.012626513992408975,-0.003913572940128532,0.03032153098133166,0.008725444234723295,-0.005156882015965909,0.023951195551750928,0.0003027328493933387,-0.02215967617453097,0.04284240052443858,0.030163221820035523,0.00014459949766604247,-0.0163115949587997,-0.006475485647202579,-0.017949815479999662,-0.020433769844458608,-0.03272574943109243,0.009137676850443482,-0.011524125055406504,0.01424136849363832,0.004888546571931358,-2.4062407061937954
65,-0.011515105000021997,-0.008960745831914701,0.01025425402679739,0.005810624989773082,-0.0016394792821306358,-0.030785609798833307,0.02175360302585687,0.028308342125939516,-0.013153966213903022,-0.012670165451068758,-0.0023590272111776315,-0.01218325871345718,0.016114858993209583,-0.043801632741393044,0.04497639921264149,-0.004051414367648553,0.015361125461095656,-0.024334602243903655,-0.011601997010005636,0.021273719381644518,-1.1873863557025046
66,0.01057747065331781,-0.01815355388721296,0.0266748218307451,-0.0037112928608324922,0.003157185871885754,0.019457302787916887,0.0008525414671488659,-0.016294607584968656,0.014998012807842676,0.0005742008019620528,0.010814159675207375,-0.03138095166714866,0.012139776298553898,-0.005455018235484687,-0.020740118474817944,-0.009971127916046504,-0.02152861206688945,-0.008294357104976065,0.013798761218253564,0.0151435756607434,2.153889539920571
