study_id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,pred_label
22,0.017811531764147136,-0.024892137506760205,0.006000461584146153,0.06657589731450417,0.005603251522115687,-0.018662430769814733,-0.004686524986312404,-0.016094414436863196,-0.019950971717218224,-0.07337417000585522,0.15185819395746591
23,-0.008813047708399276,-0.02281333018874344,0.05078707161993328,0.05442677103853596,0.020499728580600316,0.022367295193349245,-0.005713568087853028,-0.018094520704136786,-0.0008679905257189452,-0.015417507032576463,5.086320392707967
24,-0.0058433511728186545,0.04085619441179628,0.006593908146424759,0.003994463940409709,-0.01926331664301103,0.018981952398623783,-0.02000790627261774,0.009069192016277086,0.03855311973969363,-0.006380523549075252,0.5445978307980448
25,0.03783274647581225,0.025903380426549084,-0.0069228982341737275,0.019250918133705493,-0.03563228148152526,-0.016726925550887804,0.02189655543848217,-0.00722653286461759,-0.0071724168244319784,-0.0008120418120418167,0.9811594097608776
26,-0.022283851505914234,-0.002702500615271593,0.021500937669477898,0.002786902524714403,0.02337987540325466,0.004751774308952177,0.02606926197018277,-0.0017275319558425679,0.002845230869264699,0.005615550937061001,-1.8527457325834942
27,-0.006383549412715321,-0.0061703843739512425,0.029702648588772092,0.006272588516545641,0.012205651038206079,0.043392735761346696,-0.002798147043569801,0.012963778371602102,0.01778323723400574,1.863064213067076e-05,0.6153255493120988
28,0.0009771096453255366,-0.03276621134956151,-0.019559662193173396,-0.014022893659139033,-0.01911258991595524,-0.016681087785955454,-0.013284718892722244,-0.004905948368488936,0.0062323482643253025,-0.008624875175625352,-5.877696374507553
29,0.015344017055024467,-0.012334268683339538,0.003478210828407454,0.032872056585386555,0.003185155177426581,0.01777420582771546,-0.015549237460172002,-0.005961153023850386,0.012823625982001671,-0.01577210177072784,-2.7493150798739387
30,4.937928836774265e-06,-0.03641433982653335,-0.005751888379747817,-0.015215084239933886,0.0033171173281995293,-0.010201892619001049,-0.004944888956225427,-0.0042510498793683444,-0.0031884177580238926,0.014794250215461654,2.312714947773156
31,0.009910979262759693,0.02652723196334429,0.01734568862673775,-0.0011895899556975849,0.03172083409403293,-0.005304371845214373,-0.021270375403548113,-0.02363220710939816,0.0017084160642631917,0.0066780729841837225,-1.2596299720225392
32,0.004997195053953598,0.006730376169468448,-0.002192699002912683,0.0033537080902607897,0.028268318611429685,-0.018992168640555293,0.018864966353059686,-0.028172173929058228,0.015691332514573737,-0.008498259301043724,6.177709109287528
33,0.01857175963760529,-0.008769431143646523,-0.035972018830309475,-0.01707066541652864,0.0032660983183902376,-0.01754735997718474,0.008998201398727408,0.005343658038993661,0.0017307351890163368,-0.04722996104595797,-5.818367444461606
34,-0.018416938203499097,0.022192530879388685,-0.03501253588176146,0.006719202742521527,0.0052620261295907,-0.025821518341189304,-0.01834382365775147,0.014544148752183907,-0.018456927139695684,0.019158363848588076,-2.2788472252751726
35,-0.000547533290855878,0.020551659523122746,0.005422848805346972,-0.016770863175396656,0.0372846576731375,0.035840938174166836,-0.014158390474085557,-0.002803448430068702,-0.021292392221856186,0.05790071316376779,-1.7051171417735538
36,-0.002046228991839764,-0.0349661639740933,0.0025433429516916514,0.012638229052861298,-0.024220572497323237,0.009422779173332492,0.0034571347348066397,0.012501464447867662,-0.010249763957783844,0.008708578932122173,-3.099412714711754
37,0.00412459861054664,-0.019554163743583767,0.04425347923727669,-0.01363907349421071,0.03133190129471836,0.01986615389099905,-0.007696157621413375,-0.015492639268293843,-0.01907885990181279,0.023403983509121967,-0.12010237247382172
38,0.014860059891796049,-0.010584097309542923,0.01770145769294251,0.04127374674588523,0.0061782668876450226,-0.001427182776870794,0.012095048554308459,-0.017584249257522486,0.018802294705734243,0.04990601863994973,0.23805201770851103
39,-0.003924705139525751,-0.0202141246307836,0.003977334672677729,-0.01915900199859318,-0.008045305910331368,0.006135527073117743,-0.01622442305069659,-0.000766974473694542,-0.007013889665079765,-0.04616624610355186,5.743891818834287
40,-0.006451343547709451,0.006113158533173397,0.009143651449062875,-0.0187182941701821,-0.03706313348405363,0.00802297871564811,0.0005030118896920359,0.032064351355790076,-0.007113865202970833,-0.05748151439728284,-5.581236789170746
41,-0.01764106880115567,-0.041793310415057586,-0.04045540118105833,-0.02489836893800359,0.02058809749422382,0.00045324904078290816,0.01281767136320496,-0.03494228551125958,0.012835585796346777,-0.016940497907946696,5.20996354696452
42,-0.005579438099086259,-0.0014093892568855966,-0.010767457804618345,-0.010016542748932395,-0.02561952094497708,0.021082792931676576,0.001299934252680571,-0.00302073643007454,-0.0340103566851348,-0.025279858615001597,2.712565477953687
43,0.02676238873290213,0.015506166510630946,-0.005729376945409098,-0.0010716321879917228,-0.009429777538186359,-0.011650271750138,-0.007174338637781996,0.023607686731066932,-0.0014622253149566616,-0.0186528127198177,-0.11193450899191681
44,-0.006368366800729946,-0.006226752408642042,0.023915379968648422,0.03191696843925114,0.014233955743665616,-0.008494084236420068,-0.011023003552217888,-0.022867118004935027,-0.0052736024896486095,0.0022386035260241505,-1.7928595549821964
45,-0.04015499816805316,0.02035023886906583,0.007969019099252505,-0.04319284305926129,0.031026819730261494,-0.02376956713930883,0.005651524205108976,0.02282427278075575,-0.01843846880642248,0.005247610386966681,-7.044267977173167
46,0.015923967801298185,-0.024050755774196002,0.041747481208530376,0.05391253421161417,0.002134578034302228,0.01542574730168449,-0.010832914495147367,-0.014129341688773207,0.012997465991781936,0.00727551578872464,1.9034511604878395
47,-0.016118100716603034,0.01985652002414557,0.023068785768278224,-0.018439463575112162,0.004154524019183173,0.0009624099640018293,-0.012715288747401953,-0.027020457473805996,-0.0021752767104040965,0.02035495663647839,-7.8006971585130325
48,-0.020086419521305243,0.010773765013232758,-0.0026289913785272887,-0.0016444992877923093,0.02410332765222781,0.022194474280344406,-0.00589924743503404,0.0053786862409925225,0.019446069980785866,-0.008850456877104569,-4.629888799252713
49,0.024492380463896738,0.027810995296978343,-0.008679099012208888,-0.022041479683635044,-0.00019148465952713948,-0.0264614578758867,0.017087515237330205,0.020081473128664713,-0.009619457265221709,0.02660614045246629,-1.2382199202007014
50,-0.015920787126743167,0.005297754297512889,0.008462063932462816,0.005127412543982293,-0.020800246835256667,-0.0030618111765489007,-0.01506793036434189,0.02192341660761114,-0.03821518483311674,-0.03432214990752742,-2.185134762498524
51,-0.057669700256717096,-0.0028086156566913436,-0.006164209853567858,-0.013691880652993456,0.0004554787633601241,0.03320453052179218,-0.00816209274980731,0.021376708501495763,-0.01234428700951146,0.02346082781851825,2.1753579660413727
52,0.0028660002891815087,0.023031820070455622,-0.011747435079959142,-0.042374082176690475,0.020731445035427495,-0.03374538357657498,-0.023061546646842693,0.020877681562604222,0.0003715259824537179,0.022016273526185806,-3.888130913403074
53,0.01617639625092378,-0.014638630729966967,0.013903871310774606,0.03057520886247553,-0.02852685559830961,-0.014660458969126476,-0.012208025748266155,0.0021949045599416015,-0.03549504414086879,-0.07501069968137121,-1.358605859587978
54,-0.014779849083052491,-0.025839960197617175,-0.006533365750391811,0.008924266046085289,0.03137997625100903,0.031088927306056106,-0.00775746922487332,-0.03248549201464488,0.007555249965767058,0.01581866286690456,-1.151543699897727
55,-0.025661587889844042,-0.015742199636587965,-0.00559582140739463,-0.0514581975377965,0.009124719685405914,-0.0061892473339092546,-0.021461980111552252,0.010083024658325496,0.029399689914586587,0.04704425012362574,-10.582457340542632
56,-0.02147452974038194,0.03913087157329343,0.0051700722544258,0.024083473804109568,-0.032533068207599554,0.009361608020682657,0.0015358223415405366,0.0063193005800467545,0.002356600367813802,0.006871653122035983,1.3985644013209768
57,-0.01050001822128645,-0.013095470051029534,-0.0047333505036712496,0.005599315843501086,0.006454852621548307,0.0025038550431891256,-0.015001124154495022,0.024804201921217926,0.008165118617907884,-0.007567434610964695,1.4070137251627175
58,0.017141847279584572,0.007747550332256607,5.890716528767779e-05,0.03402620239425969,0.00019661747543667108,-0.02568121087783255,0.011634381679174976,-0.00791382016004917,0.01439184780375637,-0.032115090307558006,0.35524258812835197
59,-0.004633859549167386,0.00762864623572617,0.018417801532855837,-0.0304565544352952,-0.0012561318286123087,-0.021810311471520075,0.0391927544839616,0.0014099011255082857,-0.02351916156678945,0.001145632039772633,-3.807848980178025
60,-0.016390275433136568,0.024994779472904554,-0.007860760234538565,-0.02255758882800006,0.024798557992780565,-0.02870058938698446,0.040135657298242956,0.0036668939977597724,0.005633438954705313,-0.013938807909899585,-7.429487845619096
61,-0.007227798310578768,-0.0038747845006738345,0.05729329970727952,0.03755076370979209,0.007161342091474472,0.04009487090355664,0.0039930392772140255,-0.01876910137104156,-0.005772411465633098,0.025640514432894786,3.2143495388986705
62,0.000639924249022338,0.025187000421810653,-0.023645485509746562,0.021638214575908962,0.016714220464701127,-0.002771637345611583,-0.0017795765502735688,0.005216247334056042,0.02846175466644421,0.022921228104125505,-5.302737625162186
63,0.0005623515006679643,0.04775146960680279,0.009305900280173768,0.014145959238623695,-0.009082433745085602,-0.005160473119152648,-0.02428628311868495,0.0064179731290158115,0.02376971333458438,0.028619509642975542,-0.8080345934797536
64,0.012589003569536808,-0.012585034328322484,-0.030650005989205344,0.03350445800600722,-0.017551612090936943,-0.01288135902368399,0.005471231211938251,0.006801087898616314,0.007307867086378037,0.010313622882166425,-0.7893709281845571
65,-0.004325292900275311,0.019420789724227668,-0.055652853362210514,-0.06371629003017355,0.004504027939385413,-0.04306105205111668,0.023649668557183135,0.02390900490462444,-0.008625349178582183,-0.03642523941398704,-3.4281616522471725
66,0.012694765635697547,0.00995405906596465,-0.016020025408820155,-0.04483991972802469,0.0005180723542727761,-0.014500809983368947,0.008835367320481886,-0.009793634319887726,0.041218732436565535,0.013103291040892095,-1.3183606903162
67,0.036973500240777675,-0.01963723688967262,-0.03837952684000631,0.013536816593788132,-0.04347751505754908,-0.02328431159748342,0.017929678961759173,0.0022938248378703255,0.02252487829581584,-0.008184494967073724,2.0547338395516364
68,-0.005455695654873499,0.02821655186582418,-0.03689572033054408,-0.04997746632117846,0.021213837241869902,-0.00913409692876497,-0.018764675562930103,-0.0013573995450051565,0.010580063050025653,0.002789505823625747,-2.5003160934966138
69,0.020940235621478526,0.025721611624095236,0.007905757653871928,-0.022408544607888745,-0.029821235500400268,0.008072337099899912,-0.021707570536247056,0.011736610798925537,0.003100098950964391,0.0013173401002786118,-0.7250852695176724
70,-0.016746169564957697,0.013680055350142876,0.02113008169293174,0.008966673056511967,0.01157696462734317,0.034566211633595856,-0.012688129070876065,-0.015156994362535814,-0.012166918670971775,-0.0022773686698806207,4.475532841990461
71,-0.016140081481680908,0.0272229592053436,0.02428045726791484,0.020008992879315908,-0.030608589360852194,-0.013769743142892872,-0.021956177299585693,0.012497754860048324,-0.018889444399726136,-0.044189414844048466,-0.5650654005315152
72,0.004306986998877293,0.040685722377474906,-0.02007149670937901,-0.05332731116129799,0.01617049721733094,-0.0021427418979512343,-0.0343838859937483,-0.008122069532498067,0.05946477701554536,0.06635648318701312,-1.0615686553310946
73,-0.0024244287101418886,-0.0016867293911668449,-0.006855748555384938,-0.0003493400367190041,-0.016275555188077332,-0.025218257562581062,-0.03305348312567912,0.019844344476012882,0.012975679469356276,-0.016659505177072362,-1.7351585693741858
74,-0.0004103744046675396,-0.03332918511804783,0.033055749131818704,0.04364331881425567,0.014507030751109188,0.016113424047207583,-0.011332489628520322,-0.01197098710670726,-0.001573730109417253,-0.005707406928687624,0.749112173643482
75,-0.009029432047479219,0.012345605902476643,-0.024452765190347437,-0.024762633663696503,-0.02218494075857343,-0.04427983833331071,0.016458286540849056,0.007217606231258094,-0.012152945580862478,-0.00710871107830364,0.7784858301783029
76,-0.046842824436645544,-0.007221786714508461,0.02820979456649958,0.003990582312135642,0.003943009730110048,0.01629111534426231,-0.026044984599338968,0.009435153011828765,-0.008197723806761807,-0.008628816738786795,0.3471803197140676
77,-0.025354955323964094,-0.04229817726351228,-0.015527120609138653,0.05790680562304217,0.021523381711718734,0.012261180278455741,-0.009492738852657105,-0.008205189748536255,-0.013954352640928971,-0.011013322949376658,3.8522695924815045
78,-0.00980205606672928,0.010240038357821979,-0.004023412846592129,-0.03974787943935803,0.025952959224246955,0.02090887947305002,-0.03142835493457413,0.007151497926615139,-0.024419083425909947,0.009663939616709399,4.268714341910877
79,0.000992290554091237,-0.007621340183732083,-0.01862082727760715,-0.00136744023470012,-0.015608917250592859,0.011455886218503564,0.03475777256431282,-0.0303917739822691,0.02398289565389649,-0.01109246778719848,0.4004583296969948
80,0.0038380375964100636,-0.00747337733887387,0.030820923938915872,0.003476853297636821,-0.002998454167878196,-0.0031496681146602158,0.014242292911453222,-0.02271633979881729,-0.008039854870132757,-0.01528926529304455,5.598893104810786
81,-0.032493179678149964,0.04622909347103486,-0.038488852348107117,-0.051171590945249305,-0.011403769931343765,-0.04686991858647638,0.011637044560422836,0.03002658579708412,-0.011604328354341192,-0.051014536172453454,-2.3777283056796983
82,-0.033618541587756505,-0.031051301884832072,0.01158162225101275,-0.02376651114655959,0.001207274986013613,-0.02149364592182346,-0.027813719327207616,-0.01057267746702087,-0.007473276757937774,0.007412456630754585,-8.906750686934226
83,-0.005226477445064303,-0.015130589921798804,-0.06109852660414208,-0.0341879946075006,0.0014801059112070556,-0.018564197600763412,0.027892682911187513,-0.0060155254343410795,0.012957664501822005,0.01783299896321008,1.3062090810861346
84,0.0009438036398187906,0.009426773568544483,-0.01338682426408997,-0.03984486852125316,0.022258822074243904,-0.0018376959457714005,0.008433777878937282,-0.0054119330952253,0.00040880521186666797,0.01089983002930029,-0.7595463673671414
85,-0.0019413577414849528,0.019358225827840334,0.025471995162688808,0.009252646743356062,0.011092846319865343,-0.0246498271519747,-0.016845957457590904,-0.01948435428912483,0.004341386951301982,-0.00495428908036342,-7.914843306345154
86,0.016807179068531183,-0.01767110815539178,-0.01602585938276075,-0.018367113618065898,-0.004086712038451693,0.022902256457081212,0.0008343606791615841,-0.0074425828685189275,0.00990491122988165,0.016489463511710954,0.35290287029032963
87,0.017507439605021942,-0.006937517610156193,0.03548670065764286,0.025767983786083925,0.018234095069628455,-0.0009172841081303283,0.037104105679187704,-0.012120593470198535,0.046078591482385814,0.023956511984194753,2.697916373812669
88,0.002220095594300418,0.006678074904381547,-0.016906042373464453,0.0052403202970005905,0.019479982862372302,-0.0020315595319338243,-0.03087959649781053,-0.0453593888606761,0.0063114476575403585,-0.0382850492816027,0.12936750658048293
89,0.0033607986681698284,-0.003928083908806465,-0.01134002483893002,-0.05399146761837671,-0.010744701835611615,0.000672087137841673,-0.0004223578589340907,-0.03836475427403967,0.0255934134822687,0.016560128187266328,-4.0580307398507465
90,0.005306360600664167,0.015735549320392252,0.03134001189231274,-0.02173795074505329,0.05277832565967571,-0.019765860429326862,0.0007716119495645405,-0.007066783584721974,0.04127388976127039,0.018600734339879504,-2.6290727169043473
91,0.00890883765855987,-0.027928261294470427,0.006314088080340876,0.02698370026582702,0.01478620285990542,-0.008677945239706376,-0.002632161657978588,-0.010819685566374153,-0.014142990239035657,-0.006590509791452145,-3.315848165108939
92,6.74735537559096e-05,0.0127764405238622,0.021285144843892982,0.021514005469314385,-0.016614486804789576,0.03177271950348713,0.00404031028988708,0.03783512156609406,-0.02183374338089126,-0.012521372942481577,0.6030928091476835
93,0.025440581473703594,0.00939976549291885,0.03898636052724329,0.011368021081152821,0.026815776831239778,-0.009366283454111403,0.0108289758799897,-0.027967477762736743,-0.01476998527519409,0.008466895507886603,-3.4644741164927892
94,-0.016770900706998625,0.005959042606317362,0.02365950431293881,-0.005773913297793278,-0.005343494591916239,-0.00893069768803213,-0.019649641112898464,0.02536315870775509,-0.006188268800913914,0.0008973057502816185,1.9428981916889887
95,-0.03190089538883127,-0.0011979455409933388,-0.03791759395881108,-0.03586107004780278,-0.00032491849806885097,-0.014582974491576558,0.01771964246946887,0.0035749862452933642,0.0008834895732127292,0.018330878996796987,-4.626450494572272
96,-0.01832678359580575,-0.01439835620647216,-0.02001643689174422,-0.012778814116145752,0.017825473075295594,0.015723446022218812,-0.004137397622061647,0.00155607100868005,0.034205481314270925,0.026841820506049406,0.1132647374833764
97,0.008551290926050963,-0.03780670756831958,-0.059451136513339144,-0.02194888108914599,0.020518468685905972,-0.013103824471206322,-0.004611630483929333,-0.008156070675052201,0.0099033513923818,-0.03897485881006449,1.1968893534769185
98,0.01103830185510854,-0.006586713123496344,-0.006688289760177611,0.02517405887541172,-0.036359630665346025,0.0043918580615365885,0.018095621976964828,0.015786821560137027,-0.01245217016913342,0.007633145087548236,-1.902169218929929
99,0.011556619871849255,-0.0003081114519205219,0.04364606031978991,0.002782089208056193,0.024869258892986225,-0.012242246186156023,-0.018362306002669537,-0.022553160692762135,0.0003175029897333798,-0.016103407940145763,1.6923920868990054
100,0.013824363678830106,-0.02068396197497528,-0.004342281087206524,0.020993361437838667,-0.008139330346156342,0.010522601135242683,0.009540031710593287,0.00392455265711582,-0.005317416758646728,-0.03329583225085801,3.292434575468752
101,0.014150191315802646,-0.03344508124108252,-0.0073127306912014935,0.0295143370164891,-0.01281869659437676,-0.0217297611339265,0.012515177041408764,-0.012268141207475741,-0.01650424992080399,-0.06461868719045309,-1.0937529862544428
102,-0.002550030563882562,-0.0015521304874365025,0.005325913860477248,-0.004395636086298259,0.039181774129308726,0.0034579096059665602,0.02985146416586499,-0.0034293259397990784,-0.03520472849353036,-0.021324541675902003,5.409728489265435
103,0.012638668843608909,0.00012581779655212108,-0.005391656443853767,-0.021973377776377694,0.015150105517542615,-0.003169980148502624,-0.003938797502366965,-0.005411201317466755,0.0018365441494498224,0.015692745481409504,-5.591729981408435
104,0.013395701002963311,-0.01034983550565535,0.021940541256107372,0.02420375392295157,-0.026069193129144814,-0.02086265894062917,-0.00878955869164331,0.043431065161893344,-0.012178971405344286,-0.016630931052589577,-5.954658031047176
105,-0.01938654823600686,-0.025437402957721168,0.005226388728749699,-0.001467019129446637,-0.017055602579354377,-0.004692085248812295,0.01812307941560711,0.010301311902437143,0.012534767782969396,-0.029471508633660548,-0.10459177345825577
106,0.01536730461012041,-0.02753328895812978,0.01771035529377014,0.050006560462554535,-0.0072156372999326425,0.03417749003707141,-0.026428806944658774,0.009468479161536147,-0.0038037605772472498,-0.0008516789163062636,5.4414993784671335
107,-1.738737088939243e-05,-0.009791770995342805,0.0073059288317716435,-0.01506571619485596,-0.01473944464033934,-0.0025293809209438666,-0.00938217967321806,0.018766661946690827,0.015089069980580908,0.01620859591163599,1.123027361982368
108,-0.02320391282820517,-0.02351840143368296,-0.026346898034936034,-0.03702326523006551,-0.023591417675017653,-0.02578343448630983,0.026178517966639166,0.02499009382678527,0.006664130429373202,-0.02730431451007255,-10.997160608453537
109,-0.035592653196482374,-0.0005106576595213288,0.0517977040860063,0.024662409889908792,0.005847750328599678,0.021010638849081754,-0.010956269286886753,0.009127616345282181,0.0014428205028511744,0.023002874478511452,0.6251593158506922
110,0.0051109770564889976,0.058529662251803984,0.04996752428035228,-0.009748321715041922,0.04737126416092982,0.0048730251192231205,-0.0010449716862362094,-0.06375933363151813,0.004764705852475897,0.03383062366939482,-1.8974138925058899
111,0.03120678438765704,-0.045513939525511395,0.002608103913433171,0.00692110129983518,0.04592465771343448,-0.020248390101238432,0.04575320249364284,-0.05677557638500608,-0.036874153314996196,-0.01201733298293563,-5.21792262703396
112,0.03882737688965217,-0.023823237565673908,-0.019240612817134368,0.006453647471668414,-0.008394868373091988,0.02080772073013536,0.008319293016066098,-0.023398054046936047,-0.005648296758517752,-0.030221362236078565,3.816570329091644
113,-0.022170987254176704,-0.003039730723530465,0.01068143396675327,-0.04948178405120359,0.012391359005708012,-0.029717841957466164,-0.0014644035876597492,-0.04942755342520968,0.00787370060010766,0.010681766734177233,-8.175732344877137
114,-0.04244756662547282,-0.011902884551753522,-0.007465555214632446,0.043983979417234996,-0.022919448864779854,0.004658124458185555,-0.04322855581637891,0.051259139190279086,-0.016318417410096025,-0.010501529510765146,-2.3984845157383936
115,-6.0345130177759745e-05,0.003408529212370802,0.024757261014921664,0.021618899060261654,-0.009306722706604976,0.002805468156066308,-0.0051376237236092,0.020868582396875123,-0.013612040021954725,-0.00954519101192212,2.87957247384981
116,-0.003439756378177843,-0.015343803677466185,0.04950932331228007,0.024364294923398633,0.006555374240195097,0.022132875597803643,0.009061658158915896,-0.005125255970445329,0.0011691292259581947,0.005936043511655707,-1.125204420349374
117,-0.021170846264154098,0.03242379631061398,0.02844503969530316,-0.017656228879239486,0.04769865348857205,0.012982585727889538,0.007807295090971559,-0.013033492564321989,0.01157531768760114,0.027569444965578616,1.1728956092588811
118,0.012897129473222071,0.0008475097545691475,0.02137331768216208,-0.0010982285168875693,0.008419618698638666,0.0036188665457222813,-0.023744254249444877,-0.017189594477353232,-0.002500355414151816,0.02015931935998178,0.6178294896517655
119,-0.0003989151533284794,0.004147766546782316,0.0020937361163741934,0.017168117663723195,-0.004925691267532891,0.0017380559813020549,0.010809499122569866,0.012996806374323797,-0.006661934856608386,-0.0008402433702556925,2.128627404510639
120,-0.010499455229522434,-0.009942032428750285,-0.024861583979316336,-0.01802448145998708,0.005428694138204465,-0.03396526119220424,0.0026624064434812695,-0.010001559668593273,-0.00533563522377431,-0.019002323105688924,-2.6357633992709593
121,0.012428740493323018,0.01987376288699853,0.003175822699159224,-0.02690893211869815,0.01852946470460177,-0.006534527165732123,-0.012250521890259042,-0.02203426650824745,0.013095836865644538,-0.02501405027598698,4.122468409461666
122,-0.03319217229183182,0.022515954114790165,0.026594012130414457,-0.035414751419609,0.006126848335749623,0.03386356437703131,0.005959004081823772,0.011957189567104004,0.02209956495593209,0.006315442190705911,-0.8458159485452699
123,-0.039098501335967976,0.018856811857316857,-0.009590785610800717,0.006348631860111127,-0.008197699881096374,0.036682379671898364,-0.049671202705066045,0.016600871899574904,0.006100798875819068,0.03171189621317476,2.43012623887948
124,-0.01657207086338594,0.022605266906057037,-0.021587780791367632,-0.06922237930701043,0.00834597745826747,0.010762872066739999,-0.02430657694288334,0.004978861598445991,-0.02136174324130267,0.02332522107017153,-2.9662675617283463
125,0.018389477542666764,0.009394958237053897,-0.003268505504308776,0.007920017085993979,-0.04068215403026512,0.03223892371755427,-0.03930527667576567,0.02437426812335038,-0.027493402087518673,-0.016914277709994863,4.297957249900059
126,-0.009164183456433451,0.02660634623920488,0.033478614963836736,0.029591156999163284,0.0172375933225899,0.019635895397531213,-0.020972187423568014,-0.0017155937156864102,-0.0005461886517519145,0.006351051970382154,4.61067079068815
127,-0.03191714499803288,-0.044985811222616606,0.0013558599449472906,0.04616653703395574,-0.0005532548127782853,0.021948559615974753,-0.016539963406310705,-0.012005839013545279,0.007331769092987521,-0.0006104925326056444,-1.5908586360454244
128,-0.011652547556289122,0.010801588140541012,0.027062003245378247,0.0037714473650061167,0.011442708026201832,0.017247945861895878,0.0038835914559206767,-0.0075561705936232895,0.015490618046559802,-0.001019337053394818,3.0652484676140173
